"GEO_ID","NAME","B25111_001E","B25111_001M","B25111_002E","B25111_002M","B25111_003E","B25111_003M","B25111_004E","B25111_004M","B25111_005E","B25111_005M","B25111_006E","B25111_006M","B25111_007E","B25111_007M","B25111_008E","B25111_008M","B25111_009E","B25111_009M","B25111_010E","B25111_010M",
"Geography","Geographic Area Name","Estimate!!Median gross rent!!Total","Margin of Error!!Median gross rent!!Total","Estimate!!Median gross rent!!Total!!Built 2010 or later","Margin of Error!!Median gross rent!!Total!!Built 2010 or later","Estimate!!Median gross rent!!Total!!Built 2000 to 2009","Margin of Error!!Median gross rent!!Total!!Built 2000 to 2009","Estimate!!Median gross rent!!Total!!Built 1990 to 1999","Margin of Error!!Median gross rent!!Total!!Built 1990 to 1999","Estimate!!Median gross rent!!Total!!Built 1980 to 1989","Margin of Error!!Median gross rent!!Total!!Built 1980 to 1989","Estimate!!Median gross rent!!Total!!Built 1970 to 1979","Margin of Error!!Median gross rent!!Total!!Built 1970 to 1979","Estimate!!Median gross rent!!Total!!Built 1960 to 1969","Margin of Error!!Median gross rent!!Total!!Built 1960 to 1969","Estimate!!Median gross rent!!Total!!Built 1950 to 1959","Margin of Error!!Median gross rent!!Total!!Built 1950 to 1959","Estimate!!Median gross rent!!Total!!Built 1940 to 1949","Margin of Error!!Median gross rent!!Total!!Built 1940 to 1949","Estimate!!Median gross rent!!Total!!Built 1939 or earlier","Margin of Error!!Median gross rent!!Total!!Built 1939 or earlier",
"0500000US48185","Grimes County, Texas","655","132","-","**","691","393","543","321","761","96","588","134","488","74","755","499","757","319","659","154",
"0500000US48187","Guadalupe County, Texas","882","39","967","141","1147","73","844","59","934","57","723","68","777","90","752","146","609","57","649","98",
"0500000US48189","Hale County, Texas","596","34","-","**","906","175","589","221","607","99","588","129","576","62","649","48","560","45","551","61",
"0500000US48191","Hall County, Texas","487","103","-","**","-","**","724","23","337","136","125","318","777","229","517","332","-","**","490","29",
"0500000US48193","Hamilton County, Texas","613","73","-","**","825","241","754","274","244","292","495","61","665","310","609","194","613","109","669","152",
"0500000US48195","Hansford County, Texas","609","33","-","**","770","184","617","14","641","80","573","58","641","163","542","232","475","939","-","**",
"0500000US48197","Hardeman County, Texas","495","104","-","**","-","**","708","44","341","149","525","462","714","281","496","339","758","678","291","229",
"0500000US48199","Hardin County, Texas","805","50","867","118","855","47","743","140","838","96","703","88","653","144","900","137","842","275","598","163",
"0500000US48201","Harris County, Texas","895","4","1044","52","1118","11","983","11","866","8","798","7","796","10","859","18","820","21","829","29",
"0500000US48203","Harrison County, Texas","690","38","997","124","730","76","589","78","593","73","739","62","674","127","746","144","687","131","718","125",
"0500000US48205","Hartley County, Texas","726","44","-","**","1679","850","646","434","704","240","714","129","669","466","967","308","702","432","850","303",
"0500000US48207","Haskell County, Texas","407","65","-","**","-","**","-","**","706","780","197","81","407","135","368","171","825","393","618","30",
"0500000US48209","Hays County, Texas","954","19","1021","74","1117","71","955","46","872","30","856","36","825","193","878","53","858","148","1000","173",
"0500000US48211","Hemphill County, Texas","701","170","-","**","-","**","-","**","583","739","737","286","703","312","587","522","-","**","588","421",
"0500000US48213","Henderson County, Texas","739","37","1000","510","785","21","752","176","656","42","739","65","753","188","845","57","485","107","832","385",
"0500000US48215","Hidalgo County, Texas","658","9","720","42","694","13","662","19","613","24","611","26","613","46","626","42","535","28","596","121",
"0500000US48217","Hill County, Texas","655","27","-","**","588","65","650","37","558","134","688","85","639","77","717","28","725","45","675","72",
"0500000US48219","Hockley County, Texas","671","47","-","**","642","196","750","46","637","28","803","292","746","156","687","81","683","62","461","263",
"0500000US48221","Hood County, Texas","875","45","959","325","1067","114","1005","82","778","20","722","122","815","77","898","137","775","312","328","9",
"0500000US48223","Hopkins County, Texas","683","23","-","**","733","79","669","30","696","59","642","33","576","146","745","83","578","253","963","156",
"0500000US48225","Houston County, Texas","630","31","-","**","666","90","614","54","680","62","497","130","903","151","644","157","570","472","549","58",
"0500000US48227","Howard County, Texas","723","41","-","**","588","61","774","128","775","229","634","117","708","132","749","75","858","66","753","374",
"0500000US48229","Hudspeth County, Texas","660","212","-","**","529","210","-","**","-","**","-","**","-","**","-","**","-","**","788","241",
"0500000US48231","Hunt County, Texas","753","25","1052","111","858","40","809","56","730","35","789","59","668","57","697","97","773","16","773","84",
"0500000US48233","Hutchinson County, Texas","703","56","-","**","615","233","778","249","776","71","720","52","617","186","645","159","568","253","521","147",
"0500000US48235","Irion County, Texas","763","299","-","**","-","**","-","**","544","46","-","**","-","**","-","**","639","409","631","478",
"0500000US48237","Jack County, Texas","770","87","-","**","818","741","629","93","645","171","289","420","959","71","834","138","-","**","740","194",
"0500000US48239","Jackson County, Texas","745","75","-","**","531","587","802","156","757","132","655","124","828","335","893","62","699","401","525","60",
"0500000US48241","Jasper County, Texas","661","40","-","**","675","90","658","92","655","142","585","40","720","165","828","97","625","320","709","114",
"0500000US48243","Jeff Davis County, Texas","929","177","-","**","-","**","1075","236","-","**","-","**","-","**","-","**","386","1254","907","83",
"0500000US48245","Jefferson County, Texas","747","13","737","92","838","25","752","46","720","35","707","29","697","30","763","44","801","62","798","52",
"0500000US48247","Jim Hogg County, Texas","591","140","-","**","657","266","558","264","783","230","608","139","-","**","-","**","-","**","-","**",
"0500000US48249","Jim Wells County, Texas","727","57","-","**","762","105","851","129","953","308","657","64","678","55","749","55","788","80","687","383",
"0500000US48251","Johnson County, Texas","881","23","1043","84","943","79","891","54","799","66","828","41","901","80","797","66","1037","289","947","62",
"0500000US48253","Jones County, Texas","619","151","-","**","-","**","248","250","817","626","643","283","713","297","725","228","477","138","579","416",
"0500000US48255","Karnes County, Texas","589","153","688","313","335","181","542","329","671","696","435","134","733","240","517","377","821","351","1015","630",
"0500000US48257","Kaufman County, Texas","889","34","1239","447","999","97","836","87","729","72","821","65","799","80","988","106","938","166","759","243",
"0500000US48259","Kendall County, Texas","1004","58","963","1358","1044","88","1010","133","1000","118","963","160","1331","1369","-","**","-","**","950","154",
"0500000US48261","Kenedy County, Texas","711","186","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"0500000US48263","Kent County, Texas","525","112","-","**","-","**","-","**","-","**","543","390","-","**","-","**","-","**","470","39",
"0500000US48265","Kerr County, Texas","782","17","813","119","812","67","763","138","744","37","766","27","837","163","1180","222","803","118","949","94",
"0500000US48267","Kimble County, Texas","545","71","-","**","-","**","179","13","635","175","555","347","617","145","340","748","544","365","520","22",
"0500000US48269","King County, Texas","775","147","-","**","2,000+","***","-","**","538","129","732","68","-","**","-","**","-","**","-","**",
"0500000US48271","Kinney County, Texas","600","339","-","**","-","**","270","41","-","**","645","355","725","303","660","465","-","**","-","**",
"0500000US48273","Kleberg County, Texas","736","36","715","569","677","85","749","327","674","160","815","256","732","132","814","147","797","241","807","150",
"0500000US48275","Knox County, Texas","457","41","-","**","525","209","412","188","429","143","567","322","568","106","417","160","-","**","625","187",
"0500000US48277","Lamar County, Texas","645","23","734","655","765","96","656","48","651","51","603","50","683","114","620","45","535","126","718","137",
"0500000US48279","Lamb County, Texas","603","49","-","**","632","21","632","23","479","102","737","106","658","117","542","118","491","87","588","245",
"0500000US48281","Lampasas County, Texas","771","60","963","57","1040","325","856","118","756","313","697","93","714","155","754","137","604","334","663","127",
"0500000US48283","La Salle County, Texas","417","188","-","**","699","271","180","24","441","339","279","235","683","270","-","**","-","**","-","**",
"0500000US48285","Lavaca County, Texas","617","42","-","**","505","146","442","346","523","121","493","103","781","187","886","196","656","179","633","62",
"0500000US48287","Lee County, Texas","733","52","1514","1711","921","353","673","192","702","168","738","88","950","629","807","224","580","427","1045","445",
"0500000US48289","Leon County, Texas","601","44","-","**","730","486","904","302","572","67","595","105","521","131","782","265","846","39","525","145",
"0500000US48291","Liberty County, Texas","739","25","723","205","758","133","727","60","732","43","745","105","837","87","506","221","850","195","773","214",
"0500000US48293","Limestone County, Texas","690","68","-","**","870","494","517","181","774","54","574","74","694","123","721","90","722","33","714","168",
"0500000US48295","Lipscomb County, Texas","649","57","-","**","570","460","-","**","644","394","571","114","929","241","592","399","675","24","813","327",
"0500000US48297","Live Oak County, Texas","700","86","-","**","-","**","476","18","787","353","634","237","596","168","1275","1099","1125","637","-","**",
"0500000US48299","Llano County, Texas","712","57","-","**","755","55","626","173","709","326","814","82","646","118","362","49","648","378","-","**",
"0500000US48301","Loving County, Texas","842","487","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"0500000US48303","Lubbock County, Texas","807","15","864","44","959","46","783","32","730","17","775","28","801","35","806","54","802","62","806","72",
"0500000US48305","Lynn County, Texas","625","97","-","**","625","797","273","413","666","333","588","181","588","206","668","52","-","**","443","330",
"0500000US48307","McCulloch County, Texas","650","74","-","**","606","267","-","**","229","109","630","93","812","285","700","267","704","410","339","189",
"0500000US48309","McLennan County, Texas","767","15","1129","106","941","63","769","28","781","37","683","33","765","46","768","37","787","52","734","29",
"0500000US48311","McMullen County, Texas","513","207","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"0500000US48313","Madison County, Texas","678","117","-","**","731","420","599","343","674","72","558","247","405","147","734","279","-","**","850","102",
"0500000US48315","Marion County, Texas","566","74","-","**","-","**","871","820","592","89","504","174","611","93","477","15","-","**","-","**",
"0500000US48317","Martin County, Texas","707","142","-","**","-","**","675","480","563","41","442","1132","806","269","789","101","1013","816","470","374",
"0500000US48319","Mason County, Texas","707","364","-","**","-","**","-","**","-","**","854","1145","475","834","-","**","-","**","-","**",
"0500000US48321","Matagorda County, Texas","662","62","-","**","856","343","729","81","640","131","706","70","715","150","657","141","577","216","604","127",
"0500000US48323","Maverick County, Texas","593","37","816","142","735","129","524","53","658","138","658","64","472","45","548","153","522","457","590","41",
"0500000US48325","Medina County, Texas","701","49","-","**","890","451","771","75","579","213","555","65","736","178","726","169","538","489","648","448",
"0500000US48327","Menard County, Texas","605","183","-","**","-","**","-","**","420","479","766","415","506","574","-","**","635","294","425","78",
"0500000US48329","Midland County, Texas","1035","37","1596","167","1114","75","1052","110","1020","65","961","57","984","78","1022","88","876","174","947","269",
"0500000US48331","Milam County, Texas","661","39","-","**","758","175","676","101","500","195","658","163","746","211","636","139","727","97","814","333",
"0500000US48333","Mills County, Texas","535","45","-","**","-","**","246","1200","-","**","367","108","492","175","593","737","370","100","654","132",
"0500000US48335","Mitchell County, Texas","564","68","-","**","1069","621","505","146","613","385","823","321","440","139","806","273","-","**","593","208",
"0500000US48337","Montague County, Texas","721","38","-","**","665","91","814","211","771","124","560","364","534","269","783","119","610","207","886","120",
"0500000US48339","Montgomery County, Texas","994","22","1267","209","1149","31","967","36","850","55","868","50","881","82","810","139","680","232","1044","121",
"0500000US48341","Moore County, Texas","639","53","-","**","941","313","803","548","651","130","756","38","545","83","571","107","566","58","608","228",
"0500000US48343","Morris County, Texas","627","47","-","**","791","68","723","247","796","233","618","118","427","99","652","89","440","203","621","33",
"0500000US48345","Motley County, Texas","543","49","-","**","-","**","-","**","-","**","658","813","-","**","538","79","-","**","-","**",
"0500000US48347","Nacogdoches County, Texas","719","21","713","86","726","57","683","40","751","64","722","40","725","195","806","137","642","61","801","179",
"0500000US48349","Navarro County, Texas","697","33","-","**","721","156","875","137","697","80","645","86","707","71","560","210","694","97","729","79",
"0500000US48351","Newton County, Texas","578","210","-","**","733","43","913","674","498","138","469","34","721","268","656","343","-","**","-","**",
"0500000US48353","Nolan County, Texas","560","42","-","**","976","260","467","156","557","56","606","75","695","259","442","107","457","169","369","111",
"0500000US48355","Nueces County, Texas","866","15","1153","128","991","41","986","55","899","34","842","22","785","38","814","43","700","35","725","31",
"0500000US48357","Ochiltree County, Texas","684","37","-","**","768","46","813","357","644","123","723","114","700","415","666","280","706","344","657","31",
"0500000US48359","Oldham County, Texas","822","268","-","**","-","**","500","192","-","**","590","181","-","**","-","**","-","**","1000","321",
"0500000US48361","Orange County, Texas","753","24","808","57","780","33","823","85","734","37","733","69","649","127","842","189","791","248","564","178",
"0500000US48363","Palo Pinto County, Texas","699","37","672","69","785","125","778","85","774","59","616","140","673","44","750","120","695","127","585","103",
"0500000US48365","Panola County, Texas","640","43","-","**","525","567","676","313","576","154","596","116","663","210","705","143","658","482","979","168",
"0500000US48367","Parker County, Texas","904","26","1024","247","912","48","944","39","860","82","767","66","936","132","915","102","959","185","1095","214",
"0500000US48369","Parmer County, Texas","635","73","-","**","579","41","900","464","580","414","628","112","673","210","589","147","683","59","578","332",
"0500000US48371","Pecos County, Texas","649","90","-","**","640","56","458","220","805","256","739","140","647","431","579","52","574","328","954","137",
"0500000US48373","Polk County, Texas","642","27","1268","1574","807","305","609","53","642","126","641","83","543","287","628","154","756","141","1514","2538",
"0500000US48375","Potter County, Texas","707","18","560","381","708","64","778","41","696","29","678","29","646","71","773","66","734","51","650","48",
"0500000US48377","Presidio County, Texas","400","69","-","**","666","185","341","48","324","112","114","259","331","172","-","**","-","**","580","219",
"0500000US48379","Rains County, Texas","683","95","-","**","770","22","688","237","673","44","814","221","555","286","638","302","543","363","539","87",
"0500000US48381","Randall County, Texas","814","22","1093","226","928","48","906","61","715","43","785","56","830","51","693","43","743","35","869","95",
"0500000US48383","Reagan County, Texas","731","82","-","**","782","25","809","241","606","160","-","**","860","166","1067","288","-","**","-","**",
"0500000US48385","Real County, Texas","726","63","737","212","590","320","540","524","683","231","836","538","733","97","535","24","-","**","-","**",
"0500000US48387","Red River County, Texas","508","103","-","**","567","727","316","241","556","477","617","91","638","55","365","52","525","198","525","44",
"0500000US48389","Reeves County, Texas","616","80","-","**","682","152","-","**","582","92","519","224","525","474","737","106","704","44","1100","1598",
"0500000US48391","Refugio County, Texas","635","82","-","**","786","40","383","294","663","404","521","239","513","227","685","129","633","281","890","935",
"0500000US48393","Roberts County, Texas","813","247","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"0500000US48395","Robertson County, Texas","597","48","-","**","581","22","642","275","544","125","623","108","589","61","596","173","768","45","633","133",
"0500000US48397","Rockwall County, Texas","1225","66","1230","145","1549","123","1172","95","1194","203","897","238","1253","138","906","195","842","314","1185","413",
"0500000US48399","Runnels County, Texas","569","45","-","**","635","308","533","30","558","194","384","299","533","238","546","58","570","189","633","105",
"0500000US48401","Rusk County, Texas","687","53","-","**","704","145","754","117","604","44","628","134","764","54","683","136","706","89","728","69",
"0500000US48403","Sabine County, Texas","542","124","-","**","-","**","657","288","661","165","495","203","533","368","575","299","-","**","-","**",
"0500000US48405","San Augustine County, Texas","487","170","-","**","-","**","463","43","393","128","621","77","625","260","640","150","-","**","689","87",
"0500000US48407","San Jacinto County, Texas","683","45","-","**","708","63","853","259","429","39","766","69","676","58","598","518","-","**","-","**",
"0500000US48409","San Patricio County, Texas","799","34","-","**","937","165","1003","98","821","92","746","39","723","64","771","84","622","64","678","472",
"0500000US48411","San Saba County, Texas","575","67","-","**","789","60","713","404","385","703","675","761","539","145","448","261","630","503","581","80",
"0500000US48413","Schleicher County, Texas","506","85","-","**","-","**","505","131","450","213","-","**","373","44","467","592","-","**","-","**",
"0500000US48415","Scurry County, Texas","696","49","-","**","673","173","465","541","650","94","915","181","615","122","716","73","671","241","975","734",
"0500000US48417","Shackelford County, Texas","575","213","-","**","-","**","-","**","-","**","242","240","779","226","539","230","905","1072","708","385",
"0500000US48419","Shelby County, Texas","575","26","141","981","703","34","511","224","441","78","583","93","544","435","583","42","833","160","559","34",
"0500000US48421","Sherman County, Texas","624","71","-","**","-","**","753","249","-","**","525","89","838","288","550","114","694","547","-","**",
"0500000US48423","Smith County, Texas","841","14","1158","187","956","106","889","31","815","34","799","35","886","92","745","44","755","75","838","95",
"0500000US48425","Somervell County, Texas","835","81","-","**","850","218","439","171","988","207","711","281","358","1163","1223","207","-","**","781","157",
"0500000US48427","Starr County, Texas","500","31","490","77","480","38","505","91","497","44","569","67","448","101","535","94","428","265","544","570",
"0500000US48429","Stephens County, Texas","526","61","-","**","-","**","384","275","635","180","525","192","536","146","589","185","475","142","333","503",
"0500000US48431","Sterling County, Texas","661","188","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"0500000US48433","Stonewall County, Texas","310","167","-","**","-","**","-","**","-","**","-","**","271","29","-","**","-","**","-","**",
"0500000US48435","Sutton County, Texas","612","71","-","**","-","**","626","418","550","158","533","46","768","51","509","204","633","327","-","**",
"0500000US48437","Swisher County, Texas","576","29","-","**","968","49","281","196","694","297","614","142","546","44","589","55","446","230","536","156",
"0500000US48439","Tarrant County, Texas","899","6","1190","63","1099","16","924","14","860","11","811","14","816","17","846","18","833","25","831","28",
"0500000US48441","Taylor County, Texas","777","13","804","76","919","64","783","71","779","23","747","40","702","44","750","54","791","59","761","49",
"0500000US48443","Terrell County, Texas","743","89","-","**","-","**","-","**","-","**","-","**","-","**","706","163","716","766","-","**",
"0500000US48445","Terry County, Texas","648","112","-","**","-","**","502","403","775","465","701","318","628","45","717","44","420","364","391","1118",
"0500000US48447","Throckmorton County, Texas","428","71","-","**","-","**","-","**","-","**","402","216","-","**","621","380","377","143","-","**",
"0500000US48449","Titus County, Texas","627","24","765","78","710","105","578","68","595","114","605","47","500","321","756","257","789","210","610","75",
"0500000US48451","Tom Green County, Texas","737","21","771","244","971","106","677","61","775","64","718","43","735","70","734","41","650","162","608","160",
"0500000US48453","Travis County, Texas","1022","8","1226","64","1168","16","1056","20","953","10","924","14","932","32","1045","45","1107","64","1174","103",
"0500000US48455","Trinity County, Texas","633","86","-","**","541","140","615","417","713","122","538","228","491","401","575","253","-","**","900","456",
"0500000US48457","Tyler County, Texas","655","63","-","**","607","238","594","149","499","294","649","205","759","44","675","433","779","111","363","203",
"0500000US48459","Upshur County, Texas","710","34","1096","87","890","370","746","106","749","182","669","55","547","281","715","36","681","203","675","383",
"0500000US48461","Upton County, Texas","646","101","-","**","850","931","644","270","440","337","813","225","430","243","563","133","-","**","633","688",
"0500000US48463","Uvalde County, Texas","649","69","592","493","621","16","698","136","708","93","715","160","548","371","569","121","587","43","719","98",
"0500000US48465","Val Verde County, Texas","697","52","928","179","840","224","683","219","662","80","663","78","879","115","725","394","627","321","484","138",
"0500000US48467","Van Zandt County, Texas","694","54","792","131","862","206","615","102","590","44","680","44","643","97","923","110","581","249","864","124",
"0500000US48469","Victoria County, Texas","783","28","1148","414","788","100","848","71","754","125","727","58","779","74","918","89","774","114","685","85",
"0500000US48471","Walker County, Texas","779","28","1132","223","861","79","770","79","753","45","767","53","719","48","813","133","493","659","771","98",
"0500000US48473","Waller County, Texas","791","59","-","**","845","72","850","96","722","26","810","112","719","61","876","162","613","964","955","431",
"0500000US48475","Ward County, Texas","602","94","-","**","183","234","706","548","658","75","514","172","661","271","706","126","358","208","472","12",
"0500000US48477","Washington County, Texas","791","34","-","**","864","195","848","38","789","56","584","129","775","263","821","116","913","240","723","199",
"0500000US48479","Webb County, Texas","745","13","799","145","889","33","755","29","779","38","692","29","591","67","670","51","634","49","495","112",
"0500000US48481","Wharton County, Texas","679","18","-","**","686","86","746","113","590","75","665","43","687","54","754","129","724","85","668","65",
"0500000US48483","Wheeler County, Texas","662","45","-","**","894","968","557","375","763","155","839","269","524","91","686","32","472","53","477","182",
"0500000US48485","Wichita County, Texas","737","19","766","473","920","60","851","94","843","108","703","42","724","47","659","82","676","34","619","72",
"0500000US48487","Wilbarger County, Texas","590","90","-","**","427","20","714","301","683","117","538","192","675","340","651","103","658","116","531","155",
"0500000US48489","Willacy County, Texas","526","95","-","**","641","91","582","184","308","239","413","166","577","273","507","92","475","604","870","747",
"0500000US48491","Williamson County, Texas","1054","20","1197","106","1109","27","1104","49","981","26","966","36","868","103","792","107","820","212","877","116",
"0500000US48493","Wilson County, Texas","794","72","850","169","910","111","951","48","794","308","600","125","632","89","910","336","633","68","1242","328",
"0500000US48495","Winkler County, Texas","604","69","-","**","-","**","-","**","521","310","528","286","600","453","626","64","339","499","-","**",
"0500000US48497","Wise County, Texas","877","49","-","**","902","136","828","61","872","128","860","153","900","262","719","90","1112","166","1048","279",
"0500000US48499","Wood County, Texas","727","34","768","117","886","111","650","150","658","35","692","77","745","251","759","90","732","76","917","119",
"0500000US48501","Yoakum County, Texas","631","58","-","**","-","**","685","262","531","175","634","175","523","30","943","33","-","**","426","28",
"0500000US48503","Young County, Texas","641","70","-","**","658","518","709","432","588","247","586","148","755","131","613","105","711","641","678","86",
"0500000US48505","Zapata County, Texas","431","90","-","**","577","862","508","81","-","**","239","28","553","372","-","**","-","**","-","**",
"0500000US48507","Zavala County, Texas","459","31","-","**","467","62","471","42","325","187","460","216","427","214","433","95","-","**","523","36",
"0500000US49001","Beaver County, Utah","689","46","-","**","-","**","658","208","-","**","467","236","-","**","-","**","734","67","777","217",
"0500000US49003","Box Elder County, Utah","653","27","760","111","800","238","698","129","608","95","586","54","604","98","667","223","714","126","679","101",
"0500000US49005","Cache County, Utah","680","17","908","101","831","29","728","69","608","49","629","25","592","20","659","45","534","25","645","38",
"0500000US49007","Carbon County, Utah","594","60","-","**","802","218","634","256","524","60","570","116","582","216","619","293","771","60","507","57",
"0500000US49009","Daggett County, Utah","975","220","-","**","-","**","-","**","-","**","763","328","-","**","-","**","-","**","-","**",
"0500000US49011","Davis County, Utah","897","15","1180","60","1000","55","940","44","828","38","780","20","824","99","962","61","852","63","838","161",
"0500000US49013","Duchesne County, Utah","803","44","1042","409","954","97","750","128","773","40","873","108","729","63","550","370","860","312","708","403",
"0500000US49015","Emery County, Utah","620","32","-","**","384","38","643","151","560","41","667","36","563","442","-","**","620","47","795","76",
"0500000US49017","Garfield County, Utah","644","183","-","**","753","381","556","464","1063","401","536","280","550","185","744","327","433","54","767","281",
"0500000US49019","Grand County, Utah","801","90","-","**","1195","392","923","104","484","189","816","289","765","164","-","**","984","98","915","425",
"0500000US49021","Iron County, Utah","665","28","-","**","823","55","720","62","629","43","501","76","522","218","788","159","610","96","465","266",
"0500000US49023","Juab County, Utah","782","42","-","**","1117","366","392","500","739","70","661","52","-","**","1286","714","1063","334","771","70",
"0500000US49025","Kane County, Utah","896","66","-","**","869","110","978","522","923","138","821","76","730","145","725","368","-","**","950","133",
"0500000US49027","Millard County, Utah","580","85","-","**","543","623","416","95","322","112","565","96","565","209","860","179","686","42","593","151",
"0500000US49029","Morgan County, Utah","819","193","-","**","1055","342","2,000+","***","1460","215","921","481","626","13","758","75","1099","69","734","147",
"0500000US49031","Piute County, Utah","625","133","-","**","-","**","-","**","-","**","714","101","-","**","-","**","-","**","413","87",
"0500000US49033","Rich County, Utah","632","39","-","**","665","180","639","88","-","**","425","314","-","**","-","**","-","**","725","308",
"0500000US49035","Salt Lake County, Utah","922","8","1060","62","1109","24","992","20","904","19","871","11","841","21","920","42","877","36","810","27",
"0500000US49037","San Juan County, Utah","578","39","-","**","770","199","937","425","552","136","580","88","292","630","509","161","289","674","673","87",
"0500000US49039","Sanpete County, Utah","635","59","844","22","834","255","530","76","482","96","533","101","513","107","726","26","703","89","637","102",
"0500000US49041","Sevier County, Utah","709","45","-","**","805","80","649","163","563","229","660","56","614","169","694","161","742","312","786","45",
"0500000US49043","Summit County, Utah","1218","104","1343","152","1649","210","1678","201","1251","469","1109","80","891","109","561","679","869","210","1215","491",
"0500000US49045","Tooele County, Utah","819","55","755","555","1037","237","1099","208","703","154","744","41","635","117","790","226","742","237","671","120",
"0500000US49047","Uintah County, Utah","964","100","1007","258","1166","88","642","606","1012","211","869","122","949","88","513","315","-","**","634","345",
"0500000US49049","Utah County, Utah","882","12","1040","261","1167","30","898","28","790","27","769","15","737","35","828","45","795","50","757","60",
"0500000US49051","Wasatch County, Utah","1025","88","-","**","1187","122","947","61","1414","447","1214","240","1330","166","693","341","1003","131","914","91",
"0500000US49053","Washington County, Utah","943","32","821","185","1108","57","996","66","818","49","817","43","790","69","847","275","631","23","862","90",
"0500000US49055","Wayne County, Utah","563","43","-","**","532","77","-","**","-","**","526","15","-","**","-","**","578","102","892","151",
"0500000US49057","Weber County, Utah","795","13","1056","103","936","27","822","40","800","44","724","30","667","44","780","77","795","43","692","34",
"0500000US50001","Addison County, Vermont","882","28","1075","1351","991","291","811","321","891","91","850","52","1006","222","840","53","1098","56","885","48",
"0500000US50003","Bennington County, Vermont","872","45","-","**","750","103","907","138","822","133","779","97","850","259","966","183","840","113","934","39",
"0500000US50005","Caledonia County, Vermont","693","32","-","**","775","139","662","133","812","112","758","170","710","109","595","136","768","127","691","49",
"0500000US50007","Chittenden County, Vermont","1066","23","1518","468","1204","121","1062","70","1156","74","1003","56","1007","64","1080","74","973","107","1029","49",
"0500000US50009","Essex County, Vermont","665","44","-","**","825","145","573","94","663","97","665","44","770","176","829","240","775","23","628","77",
"0500000US50011","Franklin County, Vermont","872","31","1011","640","1223","176","798","220","866","38","836","152","764","177","1051","215","919","661","858","44",
"0500000US50013","Grand Isle County, Vermont","962","111","-","**","1014","469","840","308","823","361","1076","112","863","89","825","1129","-","**","1288","370",
"0500000US50015","Lamoille County, Vermont","858","30","856","119","917","138","883","84","876","172","749","176","1198","375","736","62","1029","460","848","29",
"0500000US50017","Orange County, Vermont","839","32","929","287","699","496","937","165","917","68","675","147","784","66","875","276","936","387","853","54",
"0500000US50019","Orleans County, Vermont","693","25","-","**","594","193","753","87","784","124","751","156","716","29","720","72","689","43","660","39",
"0500000US50021","Rutland County, Vermont","796","23","-","**","1063","76","688","103","800","79","799","85","823","72","731","62","789","156","795","28",
"0500000US50023","Washington County, Vermont","853","27","783","49","975","66","819","61","874","44","823","100","770","112","814","129","812","191","867","45",
"0500000US50025","Windham County, Vermont","832","40","-","**","826","145","708","137","1017","218","848","123","741","96","983","302","657","122","845","66",
"0500000US50027","Windsor County, Vermont","861","32","-","**","903","151","823","115","829","85","915","49","869","139","819","111","920","211","848","59",
"0500000US51001","Accomack County, Virginia","715","25","725","361","712","36","703","204","633","50","748","85","761","131","720","156","675","119","756","55",
"0500000US51003","Albemarle County, Virginia","1115","26","1347","95","1292","87","1180","43","1046","70","974","38","1002","86","950","176","729","85","1165","182",
"0500000US51005","Alleghany County, Virginia","575","99","-","**","-","**","405","687","614","115","700","197","346","337","447","172","429","76","669","123",
"0500000US51007","Amelia County, Virginia","679","74","-","**","687","167","1075","775","597","79","1276","1376","-","**","812","486","-","**","544","138",
"0500000US51009","Amherst County, Virginia","687","28","-","**","758","251","672","45","671","46","659","54","604","429","831","173","769","103","681","54",
"0500000US51011","Appomattox County, Virginia","674","45","-","**","329","302","709","182","657","180","533","53","639","275","793","132","659","187","826","221",
"0500000US51013","Arlington County, Virginia","1802","21","2,000+","***","2,000+","***","2,000+","***","1944","74","1651","48","1606","44","1631","63","1490","59","1452","77",
"0500000US51015","Augusta County, Virginia","806","44","804","186","1031","104","853","52","541","202","623","146","813","243","794","82","808","148","958","343",
"0500000US51017","Bath County, Virginia","583","333","-","**","834","98","-","**","667","386","-","**","719","867","-","**","-","**","290","892",
"0500000US51019","Bedford County, Virginia","756","37","908","279","976","225","789","39","685","41","674","29","705","120","723","152","694","317","798","314",
"0500000US51021","Bland County, Virginia","607","89","-","**","-","**","-","**","666","73","564","190","-","**","-","**","-","**","548","380",
"0500000US51023","Botetourt County, Virginia","881","123","-","**","983","107","919","127","639","92","813","197","640","192","904","349","786","2020","924","294",
"0500000US51025","Brunswick County, Virginia","662","53","-","**","1125","686","433","80","646","138","417","212","765","166","648","170","803","170","821","210",
"0500000US51027","Buchanan County, Virginia","621","35","-","**","641","139","533","119","662","256","667","109","785","126","534","31","575","206","499","58",
"0500000US51029","Buckingham County, Virginia","654","69","-","**","800","333","663","64","642","133","610","211","541","96","282","68","812","222","816","379",
"0500000US51031","Campbell County, Virginia","727","35","-","**","932","46","674","111","606","97","641","64","845","116","685","145","663","122","844","248",
